name,flag,program,imo,mmsi,source,risk_category
LIGOVSKY PROSPECT,nan,EU Sanctions Map,9256066,,OpenSanctions,sanction
VLADIMIR VINOGRADOV,nan,EU Sanctions Map,9842188,,OpenSanctions,sanction
DESTAMAR,nan,EU Sanctions Map,9253894,,OpenSanctions,sanction
GARUDA,nan,EU Sanctions Map,9272931,,OpenSanctions,sanction
ETHERA,nan,EU Sanctions Map,9387279,,OpenSanctions,sanction
VASILY DINKOV,nan,EU Sanctions Map,9372547,,OpenSanctions,sanction
CHRISTOPHE DE MARGERIE,nan,EU Sanctions Map,9737187,,OpenSanctions,sanction
OLYMPUS,nan,EU Sanctions Map,9511387,,OpenSanctions,sanction
SARASWATI,nan,EU Sanctions Map,9383869,,OpenSanctions,sanction
CHONGCHON,nan,EU Sanctions Map,9294123,,OpenSanctions,sanction
WEIHAI WORLD-SHIPPING FREIGHT,nan,Gels avoirs France,5905801,,OpenSanctions,sanction
YUK TUNG ENERGY PTE LTD,nan,Gels avoirs France,5987860,,OpenSanctions,sanction
JOINT STOCK COMPANY ÂSTATE TRANSPORT LEASING COMPANYÂ,nan,Gels avoirs France,5213962,,OpenSanctions,sanction
NS COMMANDER,ga,UK FCDO Sanctions,9306794,,OpenSanctions,sanction
LIBERTY,bb,UK FCDO Sanctions,9339325,,OpenSanctions,sanction
NS LOTUS,ga,UK FCDO Sanctions,9339337,,OpenSanctions,sanction
ZALIV AMURSKIY,pa,UK FCDO Sanctions,9354313,,OpenSanctions,sanction
BODHI,cm,UK FCDO Sanctions,9144782,,OpenSanctions,sanction
SCF PECHORA,ga,UK FCDO Sanctions,9333424,,OpenSanctions,sanction
LADY R,ru,UK FCDO Sanctions,9161003,,OpenSanctions,sanction
ANGARA,ru,UK FCDO Sanctions,9179842,,OpenSanctions,sanction
FIGHTER TWO,ck,UK FCDO Sanctions,9296391,,OpenSanctions,sanction
CANIS POWER,ck,UK FCDO Sanctions,9289520,,OpenSanctions,sanction
OCEAN AMZ,ck,UK FCDO Sanctions,9394935,,OpenSanctions,sanction
DYNAMIK TRADER,ck,UK FCDO Sanctions,9286657,,OpenSanctions,sanction
ROCKY RUNNER,ck,UK FCDO Sanctions,9288899,,OpenSanctions,sanction
PRIMORSKY PROSPECT,ga,UK FCDO Sanctions,9511533,,OpenSanctions,sanction
DONG FENG 6,nan,UK FCDO Sanctions,9008201,,OpenSanctions,sanction
KUM UN SAN 3,nan,UK FCDO Sanctions,8705539,,OpenSanctions,sanction
NEW REGENT,pa,UK FCDO Sanctions,8312497,,OpenSanctions,sanction
SHANG YUAN BAO,pa,UK FCDO Sanctions,8126070,,OpenSanctions,sanction
WAN HENG 11,kp,UK FCDO Sanctions,8791667,,OpenSanctions,sanction
FAN KE,nan,UK FCDO Sanctions,8914934,,OpenSanctions,sanction
JIN HYE,nan,UK FCDO Sanctions,8518572,,OpenSanctions,sanction
HAO FAN 2,kn,UK FCDO Sanctions,8747604,,OpenSanctions,sanction
KOTI,pa,UK FCDO Sanctions,9417115,,OpenSanctions,sanction
YUK TUNG,dm,UK FCDO Sanctions,9030591,,OpenSanctions,sanction
ADYGEYA,ga,UK FCDO Sanctions,9292204,,OpenSanctions,sanction
NIKOLAY ZUYEV,ga,UK FCDO Sanctions,9610781,,OpenSanctions,sanction
SCF VANKOR,ga,UK FCDO Sanctions,9316127,,OpenSanctions,sanction
VLADIMIR TIKHONOV,ga,UK FCDO Sanctions,9311622,,OpenSanctions,sanction
SCF BAIKAL,ga,UK FCDO Sanctions,9422457,,OpenSanctions,sanction
SAI BABA,ga,UK FCDO Sanctions,9321691,,OpenSanctions,sanction
NS ARCTIC,ga,UK FCDO Sanctions,9413547,,OpenSanctions,sanction
MOSKOVSKY PROSPECT,ga,UK FCDO Sanctions,9511521,,OpenSanctions,sanction
KUDOS STARS,ck,UK FCDO Sanctions,9288710,,OpenSanctions,sanction
EASTERN PEARL,hn,UK FCDO Sanctions,9285859,,OpenSanctions,sanction
ATLAS,bb,UK FCDO Sanctions,9413573,,OpenSanctions,sanction
ARTEMIS,ga,UK FCDO Sanctions,9317949,,OpenSanctions,sanction
ANTAEUS,ga,UK FCDO Sanctions,9299733,,OpenSanctions,sanction
NOVA ENERGY,pa,UK FCDO Sanctions,9324277,,OpenSanctions,sanction
SCF LA PEROUSE,bb,UK FCDO Sanctions,9849887,,OpenSanctions,sanction
HUA FU,pa,UK FCDO Sanctions,9020003,,OpenSanctions,sanction
NORTH SKY,pa,UK FCDO Sanctions,9953523,,OpenSanctions,sanction
NS CORONA,ga,UK FCDO Sanctions,9341079,,OpenSanctions,sanction
SKIF-V,nan,UK FCDO Sanctions,8858087,,OpenSanctions,sanction
OMSKIY-103,nan,UK FCDO Sanctions,8889385,,OpenSanctions,sanction
MUSA JALIL,nan,UK FCDO Sanctions,8846814,,OpenSanctions,sanction
BEGEY,nan,UK FCDO Sanctions,8943210,,OpenSanctions,sanction
BALTIYSKIY,nan,UK FCDO Sanctions,7612448,,OpenSanctions,sanction
NS CLIPPER,ga,UK FCDO Sanctions,9341081,,OpenSanctions,sanction
ZALIV ANIVA,pa,UK FCDO Sanctions,9418494,,OpenSanctions,sanction
LEONID LOZA,ga,UK FCDO Sanctions,9412347,,OpenSanctions,sanction
NS ASIA,ga,UK FCDO Sanctions,9413561,,OpenSanctions,sanction
SCF BALTICA,ga,UK FCDO Sanctions,9305568,,OpenSanctions,sanction
PIONEER,pw,UK FCDO Sanctions,9256602,,OpenSanctions,sanction
XIN GUANG HAI,tg,UK FCDO Sanctions,9004700,,OpenSanctions,sanction
ASIA BRIDGE 1,bz,UK FCDO Sanctions,8916580,,OpenSanctions,sanction
PUBLIC JOINT STOCK COMPANY ÂFAR EASTERN SHIPPING COMPANY,nan,Gels avoirs France,0555567,,OpenSanctions,sanction
VOLGOTANKER JOINT STOCK COMPANY,nan,Gels avoirs France,0555669,,OpenSanctions,sanction
LIMITED LIABILITY COMPANY ÂVOLGOTRANSÂ,nan,Gels avoirs France,5511841,,OpenSanctions,sanction
TWISTER SHIPMANAGEMENT LLC-FZ,nan,Gels avoirs France,0024553,,OpenSanctions,sanction
TARABYA LOGISTICS LTD,nan,Gels avoirs France,0108990,,OpenSanctions,sanction
"ZHU JIANG SHIPMANAGEMENT CO., LTD",nan,Gels avoirs France,0113880,,OpenSanctions,sanction
SAPANG SHIPPING INC,nan,Gels avoirs France,6474841,,OpenSanctions,sanction
AQUA FLEET MANAGEMENT LIMITED LIABILITY COMPANY,nan,Gels avoirs France,0052896,,OpenSanctions,sanction
MOONLIGHT SHIPMANAGEMENT L.L.C Â FZ,nan,Gels avoirs France,0011359,,OpenSanctions,sanction
CAPE GEMI ISLETMECILIGI AS,nan,Gels avoirs France,6477894,,OpenSanctions,sanction
PROMINENT SHIPMANAGEMENT LTD,nan,Gels avoirs France,6378969,,OpenSanctions,sanction
LIMITED LIABILITY COMPANY PRIME SHIPPING,nan,Gels avoirs France,4105625,,OpenSanctions,sanction
LIMITED LIABILITY COMPANY INVESTNEFTETRADE,nan,Gels avoirs France,6385581,,OpenSanctions,sanction
NOVA SHIPMANAGEMENT LLC-FZ,nan,Gels avoirs France,0055652,,OpenSanctions,sanction
ARAPAX LLC,nan,Gels avoirs France,6189893,,OpenSanctions,sanction
MG FLOT LLC,nan,Gels avoirs France,6016988,,OpenSanctions,sanction
JSC SOVCOMFLOT,nan,Gels avoirs France,1351347,,OpenSanctions,sanction
SOVFRACHT JSC,nan,Gels avoirs France,1618475,,OpenSanctions,sanction
MARINE TRANS SHIPPING LLC,nan,Gels avoirs France,6183435,,OpenSanctions,sanction
M LEASING LLC,nan,Gels avoirs France,6246853,,OpenSanctions,sanction
LLC ÂOBORONLOGISTIKAÂ,nan,Gels avoirs France,5906931,,OpenSanctions,sanction
SUN SHIP MANAGEMENT (D) LTD.,nan,Gels avoirs France,5897756,,OpenSanctions,sanction
FSUE ATOMFLOT,nan,Gels avoirs France,1451236,,OpenSanctions,sanction
JSC VOSTOCHNAIA VERF,nan,Gels avoirs France,5693799,,OpenSanctions,sanction
RUSSIAN NAVY (MARINE RUSSE),nan,Gels avoirs France,4255683,,OpenSanctions,sanction
UNICA,nan,Gels avoirs France,8514306,,OpenSanctions,sanction
JSC BALTIC SHIPBUILDING PLANT ÂYANTARÂ,nan,Gels avoirs France,1736649,,OpenSanctions,sanction
VTS BROKER LLC,nan,Gels avoirs France,5122966,,OpenSanctions,sanction
EMINENT,bb,UK FCDO Sanctions,9383950,,OpenSanctions,sanction
CITRINE MARINE SPC,nan,Gels avoirs France,0138716,,OpenSanctions,sanction
SEVERTRANSBUNKER COMPANY LIMITED,nan,Gels avoirs France,6197187,,OpenSanctions,sanction
HUNG PHAT MARITIME TRADING,nan,Gels avoirs France,6198018,,OpenSanctions,sanction
RUNG RA 2,kp,UK FCDO Sanctions,9020534,,OpenSanctions,sanction
UL JI BONG 6,kp,UK FCDO Sanctions,9114555,,OpenSanctions,sanction
BILLIONS NO.18,pw,UK FCDO Sanctions,9191773,,OpenSanctions,sanction
LUKOILÂNIZHNEVOLZHSKNEFT,nan,Gels avoirs France,4131096,,OpenSanctions,sanction
JSC ROSNEFTFLOT,nan,Gels avoirs France,3025603,,OpenSanctions,sanction
LLC GAZPROMNEFT MARINE BUNKER LIMITED,nan,Gels avoirs France,5402692,,OpenSanctions,sanction
LUMEN SHIP MANAGEMENT - FZCO,nan,Gels avoirs France,0019646,,OpenSanctions,sanction
AL HOUDA HOLDING LIMITED,nan,Gels avoirs France,6421505,,OpenSanctions,sanction
CENTAURI SERVICES LLC,nan,Gels avoirs France,0110029,,OpenSanctions,sanction
RYE SONG GANG 1,kp,UK FCDO Sanctions,7389704,,OpenSanctions,sanction
ETERNAL PEACE,nan,UK FCDO Sanctions,9259745,,OpenSanctions,sanction
RANGLER,cm,UK FCDO Sanctions,9206671,,OpenSanctions,sanction
DENA,ir,OFAC SDN,9218480,256861000,OpenSanctions,sanction
DELVAR,nan,OFAC SDN,9218454,256864000,OpenSanctions,sanction
DAYLAM,ir,OFAC SDN,9218466,256872000,OpenSanctions,sanction
DAVAR,ir,OFAC SDN,9357717,677049300,OpenSanctions,sanction
DARAB,ir,OFAC SDN,9218492,256862000,OpenSanctions,sanction
DANESH,ir,OFAC SDN,9356593,677049200,OpenSanctions,sanction
DAMAVAND,ir,OFAC SDN,9218478,256865000,OpenSanctions,sanction
BANEH,ir,OFAC SDN,8508462,422141000,OpenSanctions,sanction
APAMA,ir,OFAC SDN,9187631,256845000,OpenSanctions,sanction
SEAPRIDE,ir,OFAC SDN,9187643,572467210,OpenSanctions,sanction
ARGO I,ir,OFAC SDN,9187667,,OpenSanctions,sanction
ARK III,ir,OFAC SDN,9187655,,OpenSanctions,sanction
ABADAN,ir,OFAC SDN,9187629,572469210,OpenSanctions,sanction
FAEZ,ir,OFAC SDN,9283760,572438210,OpenSanctions,sanction
HERO II,ir,OFAC SDN,9362073,572459210,OpenSanctions,sanction
LENA,ir,OFAC SDN,9212929,572465210,OpenSanctions,sanction
AMBER,ir,OFAC SDN,9357406,677049700,OpenSanctions,sanction
SNOW,pa,OFAC SDN,9569619,,OpenSanctions,sanction
SONGBIRD,ir,OFAC SDN,9569645,,OpenSanctions,sanction
SONATA,ir,OFAC SDN,9569633,,OpenSanctions,sanction
SEA CLIFF,ir,OFAC SDN,9569657,,OpenSanctions,sanction
SINA,ir,OFAC SDN,9357365,,OpenSanctions,sanction
SIMA,ir,OFAC SDN,9357353,,OpenSanctions,sanction
SPARROW,ir,OFAC SDN,9171450,,OpenSanctions,sanction
SAVEH,ir,OFAC SDN,9171462,,OpenSanctions,sanction
SABRINA,ir,OFAC SDN,9172052,,OpenSanctions,sanction
SALINA,ir,OFAC SDN,9357377,249257000,OpenSanctions,sanction
SARDASHT,ir,OFAC SDN,8517231,422142000,OpenSanctions,sanction
SANANDAJ,pa,OFAC SDN,9172040,677049100,OpenSanctions,sanction
SEASTAR III,ir,OFAC SDN,9569205,,OpenSanctions,sanction
NAROON,ir,OFAC SDN,9079066,,OpenSanctions,sanction
NASHA,ir,OFAC SDN,9079107,,OpenSanctions,sanction
MARIVAN,ir,OFAC SDN,8517243,422143000,OpenSanctions,sanction
FORTUNE,ir,OFAC SDN,9283746,422303000,OpenSanctions,sanction
IMICO NEKA 455,ir,OFAC SDN,9404546,,OpenSanctions,sanction
HEDY,ir,OFAC SDN,9212888,256869000,OpenSanctions,sanction
HORIZON,ir,OFAC SDN,9212890,256870000,OpenSanctions,sanction
HONAR,ir,OFAC SDN,9362061,,OpenSanctions,sanction
HOMA,ir,OFAC SDN,9357389,677049600,OpenSanctions,sanction
HODA,ir,OFAC SDN,9362059,572458210,OpenSanctions,sanction
HELM,ir,OFAC SDN,9357391,572450210,OpenSanctions,sanction
HAPPINESS,ir,OFAC SDN,9212905,256875000,OpenSanctions,sanction
HATEF,ir,OFAC SDN,9357183,212256000,OpenSanctions,sanction
HASNA,ir,OFAC SDN,9212917,677050000,OpenSanctions,sanction
NOAH,ir,OFAC SDN,9079078,572441210,OpenSanctions,sanction
SUSANGIRD,ir,OFAC SDN,9172038,677048400,OpenSanctions,sanction
ORVI,nan,UK FCDO Sanctions,9321718,,OpenSanctions,sanction
NOVA CREST,bb,UK FCDO Sanctions,9292046,,OpenSanctions,sanction
BLUEBELL,mz,UK FCDO Sanctions,9251810,,OpenSanctions,sanction
AURA 1,pa,UK FCDO Sanctions,9472634,,OpenSanctions,sanction
APATE,nan,UK FCDO Sanctions,9433016,,OpenSanctions,sanction
ALTURA,sl,UK FCDO Sanctions,9292199,,OpenSanctions,sanction
ADITYA,cm,UK FCDO Sanctions,9323314,,OpenSanctions,sanction
TYCHE 1,pa,UK FCDO Sanctions,9308077,,OpenSanctions,sanction
JIN HUI,pa,UK FCDO Sanctions,9430272,,OpenSanctions,sanction
JEWEL,pa,UK FCDO Sanctions,9419450,,OpenSanctions,sanction
INNOVATOR,cn,UK FCDO Sanctions,9306809,,OpenSanctions,sanction
HANSON,nan,UK FCDO Sanctions,9237412,,OpenSanctions,sanction
AS CALCUTTA,pa,UK FCDO Sanctions,9037123,,OpenSanctions,sanction
VELORA,sl,UK FCDO Sanctions,9290373,,OpenSanctions,sanction
URIEL,sl,UK FCDO Sanctions,9336517,,OpenSanctions,sanction
NILANGA,sl,UK FCDO Sanctions,9412452,,OpenSanctions,sanction
NEMRUT,nan,UK FCDO Sanctions,9439541,,OpenSanctions,sanction
MYRA,nan,UK FCDO Sanctions,9336490,,OpenSanctions,sanction
MAVERICK,nan,UK FCDO Sanctions,9321562,,OpenSanctions,sanction
FENGHUANG,nan,UK FCDO Sanctions,9236248,,OpenSanctions,sanction
LUMIN,cm,UK FCDO Sanctions,9330599,,OpenSanctions,sanction
KATY,nan,UK FCDO Sanctions,9323326,,OpenSanctions,sanction
INDRI,sl,UK FCDO Sanctions,9247429,,OpenSanctions,sanction
GUANYIN,nan,UK FCDO Sanctions,9299707,,OpenSanctions,sanction
GRIF,nan,UK FCDO Sanctions,9332028,,OpenSanctions,sanction
GENERAL SKOBELEV,ru,UK FCDO Sanctions,9503304,,OpenSanctions,sanction
PRISMA,sl,UK FCDO Sanctions,9299678,,OpenSanctions,sanction
PROMETEI,sl,UK FCDO Sanctions,9296597,,OpenSanctions,sanction
SAMOS,bb,UK FCDO Sanctions,9408190,,OpenSanctions,sanction
LNG SOARS,nan,UK FCDO Sanctions,9307205,,OpenSanctions,sanction
TASSOS,nan,UK FCDO Sanctions,9408695,,OpenSanctions,sanction
TAGOR,nan,UK FCDO Sanctions,9282481,,OpenSanctions,sanction
STANISLAV GOVORUKHIN,ru,UK FCDO Sanctions,9621596,,OpenSanctions,sanction
SKADI,nan,UK FCDO Sanctions,9230971,,OpenSanctions,sanction
SEGINUS,cm,UK FCDO Sanctions,9256028,,OpenSanctions,sanction
KUNPENG,pa,UK FCDO Sanctions,9247194,,OpenSanctions,sanction
TOLOU,ir,OFAC SDN,8318178,,OpenSanctions,sanction
VALFAJR2,ir,OFAC SDN,8400103,,OpenSanctions,sanction
YAGHOUB,ir,OFAC SDN,8316168,422150000,OpenSanctions,sanction
SO BAEK SAN,kp,OFAC SDN,8658267,,OpenSanctions,sanction
KU BONG RYONG,kp,OFAC SDN,8983404,,OpenSanctions,sanction
KANG SONG 1,kp,OFAC SDN,6908096,,OpenSanctions,sanction
RUNG RA 1,kp,OFAC SDN,8713457,,OpenSanctions,sanction
YANG GAK DO,kp,OFAC SDN,6401828,,OpenSanctions,sanction
RUNG RA DO,kp,OFAC SDN,8989795,,OpenSanctions,sanction
PU HUNG 1,kp,OFAC SDN,8703933,,OpenSanctions,sanction
RAK RANG,kp,OFAC SDN,7506118,,OpenSanctions,sanction
KUM SONG 7,kp,OFAC SDN,8739396,,OpenSanctions,sanction
KUM SONG 5,kp,OFAC SDN,8661719,,OpenSanctions,sanction
KUM SONG 3,kp,OFAC SDN,8661850,,OpenSanctions,sanction
JANG GYONG,kp,OFAC SDN,8203933,,OpenSanctions,sanction
YU SONG 7,kp,OFAC SDN,8400854,,OpenSanctions,sanction
YU SONG 12,kp,OFAC SDN,9096791,,OpenSanctions,sanction
7-28,kp,OFAC SDN,8898831,,OpenSanctions,sanction
ZA RYOK 2,kp,OFAC SDN,8898738,,OpenSanctions,sanction
WON SAN 2,kp,OFAC SDN,9159787,,OpenSanctions,sanction
STALINGRAD,ru,OFAC SDN,9690212,,OpenSanctions,sanction
MARSHAL ZHUKOV,ru,OFAC SDN,9690224,,OpenSanctions,sanction
THEODOROS,nan,OFAC SDN,6421660,,OpenSanctions,sanction
OZEL 2,mt,OFAC SDN,8023670,,OpenSanctions,sanction
MARIE DE LOURDES,mt,OFAC SDN,8688171,249000882,OpenSanctions,sanction
TONGHUNG SHIPPING & TRADING CO,nan,OFAC SDN,1991835,,OpenSanctions,sanction
SONGWON SHIPPING & MANAGEMENT,nan,OFAC SDN,5990268,,OpenSanctions,sanction
POCHON SHIPPING & MANAGEMENT,nan,OFAC SDN,5990271,,OpenSanctions,sanction
PAEKMA SHIPPING CO,nan,OFAC SDN,5999479,,OpenSanctions,sanction
KOREA YUJONG SHIPPING CO LTD,nan,OFAC SDN,5434358,,OpenSanctions,sanction
KOREA UNPHA SHIPPING & TRADING,nan,OFAC SDN,6005935,,OpenSanctions,sanction
CK INTERNATIONAL LTD,nan,OFAC SDN,5980332,,OpenSanctions,sanction
EVER GLORY,kp,OFAC SDN,8909915,,OpenSanctions,sanction
UN RYUL,kp,OFAC SDN,8514409,,OpenSanctions,sanction
KOREA MARINE & INDUSTRIAL TRDG,nan,OFAC SDN,5928635,,OpenSanctions,sanction
KUM UN SAN,kp,OFAC SDN,8720436,,OpenSanctions,sanction
KOREA KUMUNSAN SHIPPING CO,nan,OFAC SDN,5110478,,OpenSanctions,sanction
HWA SONG,kp,OFAC SDN,8217685,,OpenSanctions,sanction
HWASONG SHIPPING CO LTD,nan,OFAC SDN,5434300,,OpenSanctions,sanction
GOO RYONG,kp,OFAC SDN,8201870,,OpenSanctions,sanction
GOORYONG SHIPPING CO LTD,nan,OFAC SDN,5055293,,OpenSanctions,sanction
ZEUS,mt,OFAC SDN,8799619,,OpenSanctions,sanction
MDL 5,mt,OFAC SDN,9809277,215000818,OpenSanctions,sanction
MARIE DE LOURDES I,mt,OFAC SDN,8688183,248000368,OpenSanctions,sanction
VICTORY 2,mn,OFAC SDN,8312227,,OpenSanctions,sanction
PHO THAE,kp,OFAC SDN,7632955,,OpenSanctions,sanction
MU DU BONG,kp,OFAC SDN,8328197,,OpenSanctions,sanction
DOK CHON,kp,OFAC SDN,7411260,,OpenSanctions,sanction
DAI HONG DAN,kp,OFAC SDN,7944695,,OpenSanctions,sanction
BAEK MA KANG,kp,OFAC SDN,7944683,,OpenSanctions,sanction
AP ROK GANG,kp,OFAC SDN,8132835,,OpenSanctions,sanction
DAN,ir,OFAC SDN,9357729,,OpenSanctions,sanction
YOUNES,ir,OFAC SDN,8212465,,OpenSanctions,sanction
DORENA,ir,OFAC SDN,9569669,,OpenSanctions,sanction
MARIA III,pa,OFAC SDN,9615092,,OpenSanctions,sanction
DINO I,ir,OFAC SDN,9569671,,OpenSanctions,sanction
DANIEL,ir,OFAC SDN,9569683,,OpenSanctions,sanction
ATLANTIS,ir,OFAC SDN,9569621,,OpenSanctions,sanction
BADR,ir,OFAC SDN,8407345,,OpenSanctions,sanction
HUMANITY,ir,OFAC SDN,9180281,,OpenSanctions,sanction
FELICITY,ir,OFAC SDN,9183934,,OpenSanctions,sanction
DESTINY,ir,OFAC SDN,9177155,,OpenSanctions,sanction
YOUSEF,ir,OFAC SDN,8316106,422144000,OpenSanctions,sanction
OCEAN MARITIME MANAGEMENT COMPANY LIMITED,nan,OFAC SDN,1790183,,OpenSanctions,sanction
TAE DONG GANG,kp,OFAC SDN,7738656,,OpenSanctions,sanction
KOREAN BUYON SHIPPING CO. LTD.,nan,OFAC SDN,5057119,,OpenSanctions,sanction
GRAND KARO,kh,OFAC SDN,8511823,,OpenSanctions,sanction
SOUTH HILL 5,pw,OFAC SDN,9138680,,OpenSanctions,sanction
THAEPHYONGSAN SHIPPING CO LTD,nan,OFAC SDN,5878575,,OpenSanctions,sanction
KOREAN POLISH SHPG CO LTD,nan,OFAC SDN,1267131,,OpenSanctions,sanction
KOREA SAMILPO SHIPPING CO,nan,OFAC SDN,1701459,,OpenSanctions,sanction
ORION STAR,nan,OFAC SDN,9333589,,OpenSanctions,sanction
JIN TENG,sl,OFAC SDN,9163166,,OpenSanctions,sanction
MIRIM SHIPPING CO LTD,nan,OFAC SDN,5647684,,OpenSanctions,sanction
JIN TAI,sl,OFAC SDN,9163154,,OpenSanctions,sanction
JH 86,kh,OFAC SDN,8602531,,OpenSanctions,sanction
GOLD STAR 3,kh,OFAC SDN,8405402,,OpenSanctions,sanction
OCEAN BUNKERING JV CO,nan,OFAC SDN,4199470,,OpenSanctions,sanction
CHONGBONG SHIPPING CO LTD,nan,OFAC SDN,5878589,,OpenSanctions,sanction
PYONGJIN SHIP MANAGEMENT COMPANY LIMITED,nan,OFAC SDN,5817790,,OpenSanctions,sanction
YONGJIN SHIP MANAGEMENT COMPANY LIMITED,nan,OFAC SDN,5814883,,OpenSanctions,sanction
YONGJIN SHIP MANAGEMENT COMPANY LIMITED,nan,OFAC SDN,5814906,,OpenSanctions,sanction
YONGJIN SHIP MANAGEMENT COMPANY LIMITED,nan,OFAC SDN,5820255,,OpenSanctions,sanction
HAEJIN SHIP MANAGEMENT COMPANY LIMITED,nan,OFAC SDN,5814866,,OpenSanctions,sanction
DAWNLIGHT,mn,OFAC SDN,9110236,,OpenSanctions,sanction
SENAT SHIPPING LIMITED,nan,OFAC SDN,5179245,,OpenSanctions,sanction
SENAT SHIPPING LIMITED,nan,OFAC SDN,5405737,,OpenSanctions,sanction
HOERYONG SHIPPING CO LTD,nan,OFAC SDN,5817786,,OpenSanctions,sanction
BOLU,kh,UK FCDO Sanctions,9439539,,OpenSanctions,sanction
BRIONT,nan,UK FCDO Sanctions,9252955,,OpenSanctions,sanction
SPRING,nan,UK FCDO Sanctions,9315446,,OpenSanctions,sanction
SKY RIDER,pw,UK FCDO Sanctions,9208124,,OpenSanctions,sanction
SIRIUS,km,UK FCDO Sanctions,9422445,,OpenSanctions,sanction
SILVERA,sl,UK FCDO Sanctions,9248849,,OpenSanctions,sanction
KARELIYA,ru,UK FCDO Sanctions,9306782,,OpenSanctions,sanction
JAGUAR,bb,UK FCDO Sanctions,9354301,,OpenSanctions,sanction
IRTYSH RIVER,ru,UK FCDO Sanctions,9435375,,OpenSanctions,sanction
IMMANUEL,ru,UK FCDO Sanctions,9056571,,OpenSanctions,sanction
HYPERION,km,UK FCDO Sanctions,9322968,,OpenSanctions,sanction
HUIHAI PACIFIC,nan,UK FCDO Sanctions,9346732,,OpenSanctions,sanction
HUIHAI ATLANTIC,nan,UK FCDO Sanctions,9312872,,OpenSanctions,sanction
LOTUS,nan,UK FCDO Sanctions,9392822,,OpenSanctions,sanction
HEIDI A,nan,UK FCDO Sanctions,9321976,,OpenSanctions,sanction
HANNAH,pa,UK FCDO Sanctions,9261619,,OpenSanctions,sanction
BOLOGNIA FALCON,pa,UK FCDO Sanctions,9255244,,OpenSanctions,sanction
BLACKSEA EAGLE,pa,UK FCDO Sanctions,9495832,,OpenSanctions,sanction
BERRA,pa,UK FCDO Sanctions,9308821,,OpenSanctions,sanction
AVIOR,ru,UK FCDO Sanctions,9164512,,OpenSanctions,sanction
ARNO BABAJANYAN,ru,UK FCDO Sanctions,9163764,,OpenSanctions,sanction
ARIADNE,bb,UK FCDO Sanctions,9397547,,OpenSanctions,sanction
AQUATICA,km,UK FCDO Sanctions,9299769,,OpenSanctions,sanction
AMBER 6,nan,UK FCDO Sanctions,9235713,,OpenSanctions,sanction
ALMOND,km,UK FCDO Sanctions,9385142,,OpenSanctions,sanction
AKADEMIC GUBKIN,nan,UK FCDO Sanctions,9842190,,OpenSanctions,sanction
AGNI,km,UK FCDO Sanctions,9337389,,OpenSanctions,sanction
STELLAR BEVERLY,pa,UK FCDO Sanctions,9208069,,OpenSanctions,sanction
SUN,ag,UK FCDO Sanctions,9293117,,OpenSanctions,sanction
SYMPHONY,km,UK FCDO Sanctions,9309588,,OpenSanctions,sanction
FREYA,nan,UK FCDO Sanctions,9238052,,OpenSanctions,sanction
DIGNITY,ru,UK FCDO Sanctions,9283241,,OpenSanctions,sanction
ZEVS,cm,UK FCDO Sanctions,9168946,,OpenSanctions,sanction
ZAMBRA,pa,UK FCDO Sanctions,9175078,,OpenSanctions,sanction
ZALIV VOSTOK,bb,UK FCDO Sanctions,9360130,,OpenSanctions,sanction
ZALIV BAIKAL,km,UK FCDO Sanctions,9360128,,OpenSanctions,sanction
WALL,pa,UK FCDO Sanctions,9299886,,OpenSanctions,sanction
VOYAGER,km,UK FCDO Sanctions,9843560,,OpenSanctions,sanction
VOSTOCHNY PROSPECT,ru,UK FCDO Sanctions,9866392,,OpenSanctions,sanction
VOLGA RIVER,ru,UK FCDO Sanctions,9435363,,OpenSanctions,sanction
VLADIMIR ARSENYEV,km,UK FCDO Sanctions,9901025,,OpenSanctions,sanction
MIN HANG,nan,UK FCDO Sanctions,9257137,,OpenSanctions,sanction
VIEW,nan,UK FCDO Sanctions,9271327,,OpenSanctions,sanction
VF TANKER-3,ru,UK FCDO Sanctions,9640516,,OpenSanctions,sanction
VESNA,nan,UK FCDO Sanctions,9233349,,OpenSanctions,sanction
VELMAR,bb,UK FCDO Sanctions,9832547,,OpenSanctions,sanction
VELES,ru,UK FCDO Sanctions,9299173,,OpenSanctions,sanction
VAULT,pa,UK FCDO Sanctions,9310707,,OpenSanctions,sanction
UNIVERSAL,km,UK FCDO Sanctions,9384306,,OpenSanctions,sanction
TURACO,nan,UK FCDO Sanctions,9247780,,OpenSanctions,sanction
TRIUMPH,nan,UK FCDO Sanctions,9344033,,OpenSanctions,sanction
TOREX,vu,UK FCDO Sanctions,9257814,,OpenSanctions,sanction
THALIA III,nan,UK FCDO Sanctions,9259197,,OpenSanctions,sanction
TALISMAN,km,UK FCDO Sanctions,9292060,,OpenSanctions,sanction
TAIMYR,ru,UK FCDO Sanctions,9105140,,OpenSanctions,sanction
VF TANKER-4,ru,UK FCDO Sanctions,9640528,,OpenSanctions,sanction
MERU,km,UK FCDO Sanctions,9187227,,OpenSanctions,sanction
XANTHOS EOS,nan,UK FCDO Sanctions,9231212,,OpenSanctions,sanction
SI HE,nan,UK FCDO Sanctions,9378618,,OpenSanctions,sanction
SHTURMAN SKURATOV,ru,UK FCDO Sanctions,9759915,,OpenSanctions,sanction
SHTURMAN ALBANOV,ru,UK FCDO Sanctions,9752084,,OpenSanctions,sanction
